ticker,company_name,sector,industry,business_summary,target,market_cap,total_debt,intangible_assets,cash_and_equivalents,current_liabilities,operating_cash_flow,ebitda,interest_expense,net_income,total_assets,fiscal_year,currency,source_url,extraction_status,extraction_error
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,Technology,Communication Equipment,"Aksh Optifibre Limited designs, manufactures, and sells optical fiber cables in India and internationally. It operates through two segments, Manufacturing and Services. The company offers single-mode and multimode optical fibers; and optical fiber cables, such as duct, steel and glass-armored, fiber-to-the-home (FTTH), aerial, indoor, and special application cables for various applications in telecommunication networks. It also provides cable reinforcement solutions comprising fiber and aramid reinforcement plastic rods, teleglass water blocking yarns, and non-water blocking yarns/Teleglass SS; and network connectivity products, including work area outlet, patching, cross connect, optical fiber systems, and support structures, as well as patch cords, cables, and cable assemblies; impregnated glass roving reinforcement; and ophthalmic lens. In addition, the company offers various services, such as 1 Stopaksh, an e-governance solution provider; Fibre to home service, an access technology utilizing an optical network architecture optimized for delivery of telephony, packet data, and video to the home; turnkey project that offers an integrated set of components, systems, engineering and installations for projects in the field of premises, and transition from copper to optical fibre; and develops smart city projects. Aksh Optifibre Limited was incorporated in 1986 and is based in New Delhi, India.",1,893211776.0,990442000.0,2200000.0,14522000.0,2490652000.0,-191538000.0,-4003000.0,133530000.0,-259666000.0,2815485000.0,2025,INR,https://finance.yahoo.com/quote/AKSHOPTFBR.NS/balance-sheet/,YFINANCE,
ALKEM,ALKEM LABORATORIES LTD.,Healthcare,Drug Manufacturers - Specialty & Generic,"Alkem Laboratories Limited, a pharmaceutical company, engages in the research and development, manufacture, and sale of pharmaceutical and nutraceutical products in India, the United States, and internationally. The company offers branded generics, generic drugs, active pharmaceutical ingredients, and biosimilars, and nutraceuticals in acute and chronic therapeutic areas comprising anti-infective, gastroenterology, pain management, iron deficiency, diabetology, central nervous system, anti-osteoporosis, gynecology, respiratory, ophthalmology, rheumatology, urology, dermatology, cardiology, neurology, and oncology. It also provides vitamins, minerals, and nutrients; cough syrups, hepatoprotective tonic, anti-dandruff shampoo, mouth wash, pregnancy detection kits, and condoms; and anti-bloating syrups, tablets, and powder. The company was incorporated in 1973 and is headquartered in Mumbai, India.",0,641406468096.0,13809000000.0,5376800000.0,37779200000.0,39649800000.0,19128400000.0,29714300000.0,872400000.0,21654800000.0,176911000000.0,2025,INR,https://finance.yahoo.com/quote/ALKEM.NS/balance-sheet/,YFINANCE,
ALLCARGO,ALLCARGO LOGISTICS LTD,Industrials,Integrated Freight & Logistics,"Allcargo Logistics Limited provides integrated logistics solutions in India. It operates through Express Distribution, and Contract Logistics segments. The company is involved in non-vessel owning common carrier operations related to less than container load (LCL) consolidation, and full container load forwarding activities. It also provides digital logistics solutions; warehousing; production logistics, engineering, and ordering and replenishment services; and reusable packaging solutions, kitting, delivery, and pre-production services. In addition, it offers end-to-end logistics, surface and air express, air freight, and supply chain management and e-commerce solutions. Further, it offers export; import; ODC and hazardous cargo; ISO tank; warehouse bonded and general; and first and last mile solutions. The company was formerly known as Allcargo Global Logistics Limited and changed its name to Allcargo Logistics Limited in July 2011. Allcargo Logistics Limited was founded in 1989 and is based in Mumbai, India.",0,12806005760.0,20363200000.0,15185400000.0,6970100000.0,41005300000.0,2610800000.0,6057600000.0,1499600000.0,356000000.0,75989900000.0,2025,INR,https://finance.yahoo.com/quote/ALLCARGO.NS/balance-sheet/,YFINANCE,
ALOKINDS,ALOK INDUSTRIES LIMITED,Consumer Cyclical,Textile Manufacturing,"Alok Industries Limited manufactures and sells textile products in India and internationally. The company offers polyester yarns, including recycled drawn textured yarns (DTY), biodegradable DTY, specialty DTY, fully dyed yarn, polyester staple fiber, polyester chips, and partially oriented yarns; ring spun, gassed, two-for-one, and open-end yarns; apparel fabrics, such as piece dyed, yarn dyed, printed fabrics, and specialty fiber blends; and bed and bath home textiles comprising sheet sets, duvet sets, and quilts. It also provides garments, including shirts, dresses, nightwear, polos, t-shirts, boxers, blouses, and loungewear; textile accessories that consist of bags and handkerchiefs; technical textiles, such as fire-retardant solutions, high visibility fabrics, healthcare uniforms, camouflage defense fabrics, and workwear solutions; and corrugated packaging comprising corrugated boxes and textile tubes. The company was incorporated in 1986 and is based in Navi Mumbai, India.",1,68421009408.0,224202300000.0,52100000.0,246300000.0,16191800000.0,1152200000.0,-2057900000.0,3075200000.0,-8164300000.0,67298700000.0,2025,INR,https://finance.yahoo.com/quote/ALOKINDS.NS/balance-sheet/,YFINANCE,
AMBER,AMBER ENTERPRISES (I) LTD,Consumer Cyclical,"Furnishings, Fixtures & Appliances","Amber Enterprises India Limited provides room air conditioner solutions in India. It designs and manufactures a range of room air conditioners (RACs), including window air conditioners, indoor units, and outdoor units of split air conditioners; and inverter RACs. The company also offers functional components of RACs, such as heat exchangers, motors, and multi-flow condensers; and other RAC components comprise sheet metal components, copper tubing, plastic extrusion, vacuum forming, and injection molding components. In addition, it manufactures components for other consumer durables and automobiles, such as case liners for refrigerators and plastic extrusion sheets; sheet metal components for microwaves; and washing machine tub assemblies, as well as extrusion components for the automobile and metal ceiling industries. Further, the company provides mobile air conditioners for railways, metro trains, buses, defense, and other establishments. It also exports its products. Amber Enterprises India Limited was incorporated in 1990 and is headquartered in Gurugram, India.",0,252623388672.0,20588112000.0,8384133000.0,7806386000.0,45563494000.0,7108940000.0,7702432000.0,1719716000.0,2435580000.0,84280980000.0,2025,INR,https://finance.yahoo.com/quote/AMBER.NS/balance-sheet/,YFINANCE,
AMBUJACEM,AMBUJA CEMENTS LTD,Basic Materials,Building Materials,"Ambuja Cements Limited, together with its subsidiaries, manufactures, markets, and sells cement and related products to individual homebuilders, developers, infrastructure projects, masons and contractors, professionals, and architects and engineers in India. It offers Portland pozzolana cement and ordinary Portland cement, as well as temperature resistant concrete blocks, Blaine Portland cement, and micro materials. The company was formerly known as Gujarat Ambuja Cements Limited and changed its name to Ambuja Cements Limited in April 2007. The company was incorporated in 1981 and is based in Ahmedabad, India. Ambuja Cements Limited was formerly a subsidiary of Holderind Investments Ltd.",0,1090074116096.0,7885000000.0,165220100000.0,79582900000.0,138452600000.0,22373500000.0,86166500000.0,2159400000.0,41674300000.0,809454100000.0,2025,INR,https://finance.yahoo.com/quote/AMBUJACEM.NS/balance-sheet/,YFINANCE,
AMTEKAUTO,Amtek Auto,Consumer Cyclical,Auto Parts,Manufactures automotive and locomotive components.,1,0.0,119497240000.0,1162430000.0,5999900000.0,82790160000.0,25684240000.0,22193330000.0,14285860000.0,-9870870000.0,255132020000.0,2015,INR,https://investing.com/equities/amtek,SUCCESS_MANUAL,
ANSALAPI,Ansal Properties & Infrastructure,Real Estate,Real Estate - Development,"Ansal Properties & Infrastructure Limited, together with its subsidiaries, engages in the real estate development business in India. It develops Hi-Tech and integrated townships, group housings, malls, shopping complexes, and clubs, as well as other mixed-use and standalone developments in the residential, commercial, retail, and hospitality segments. The company was incorporated in 1967 and is based in New Delhi, India.",1,513139904.0,5562065000.0,1627630000.0,384103000.0,63024252000.0,838205000.0,71798000.0,186423000.0,-439248000.0,59143120000.0,2024,INR,https://finance.yahoo.com/quote/ANSALAPI.NS/balance-sheet/,YFINANCE,
APLAPOLLO,APL APOLLO TUBES LTD,Basic Materials,Steel,"APL Apollo Tubes Limited manufactures and sells structural steel tubes in India. The company offers structural tubes for construction, automotive, machinery, furniture, etc. applications; galvanized iron products for industrial and agricultural applications; tricoat pipes, designer pipes, and door frames; black round tubes used in plumbing systems of buildings; pre galvanized sections of square, rectangular, and circular tubes used for roofing structure; and ready-made and color coated chaukhat, steel building, and fencing solutions. It also exports its products. The company was formerly known as Bihar Tubes Limited and changed its name to APL Apollo Tubes Limited in 2010. APL Apollo Tubes Limited was incorporated in 1986 and is headquartered in Noida, India.",0,549708103680.0,6344300000.0,1398700000.0,7371200000.0,26301400000.0,12132800000.0,12808900000.0,1332800000.0,7570600000.0,75962400000.0,2025,INR,https://finance.yahoo.com/quote/APLAPOLLO.NS/balance-sheet/,YFINANCE,
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,Healthcare,Medical Care Facilities,"Apollo Hospitals Enterprise Limited, together with its subsidiaries, provides healthcare services in India. It operates through Healthcare Services, Retail Health & Diagnostics, Digital Health & Pharmacy Distribution, and Others segments. The company's healthcare facilities comprise primary, secondary, and tertiary care, as well as specialty facilities. It offers services in cardiac sciences, oncology, neurosciences, gastroenterology, orthopedics, urology, organ transplantation, pulmonology, obstetrics and gynecology, internal medicine, vascular surgery, pediatrics, cosmetology, emergency medicine, bariatric surgery, general surgery, colorectal surgery, dentistry, nephrology, dermatology, endocrinology, preventive medicine, interventional radiology, ophthalmology, and integrative medicine, as well as robotic surgery and genomics. The company also provides project consultancy, medical educational institutes, Medvarsity for e-learning, and research services, as well as acts as an agent for life, general, and health insurance. In addition, it operates hospitals, pharmacies, primary care clinics, and diagnostic centers; short stay facilities, boutique birthing centers, multi-specialty clinics, dental and dialysis facilities, and preventive care; day surgery, diabetes management, and cradle and fertility centers; and Apollo 24/7, a digital health mobile platform that provides teleconsultations, online pharmacy deliveries, home diagnostics, and insurance services. Further, the company engages in the business of bio-banking of tissues. It serves patients, corporate clients, and the government and public sectors. Apollo Hospitals Enterprise Limited was incorporated in 1979 and is based in Chennai, India.",0,1080757387264.0,54192000000.0,13197000000.0,20104000000.0,45789000000.0,21364000000.0,32191000000.0,4225000000.0,14459000000.0,206574000000.0,2025,INR,https://finance.yahoo.com/quote/APOLLOHOSP.NS/balance-sheet/,YFINANCE,
APOLLOTYRE,APOLLO TYRES LTD,Consumer Cyclical,Auto Parts,"Apollo Tyres Limited manufactures and sells automotive tires, tubes, and flaps in India and internationally. It offers commercial, passenger vehicles, two-wheelers, industrial, trucks and buses, off highway vehicals, light trucks, agricultural, earthmover, and bicycle tyres. The company provides its products under the Apollo Tyres and Vredestein brands. Apollo Tyres Limited was incorporated in 1972 and is headquartered in Gurugram, India.",0,273848336384.0,44104320000.0,9702290000.0,8889430000.0,73603050000.0,18231390000.0,34781780000.0,4331640000.0,11213200000.0,273060200000.0,2025,INR,https://finance.yahoo.com/quote/APOLLOTYRE.NS/balance-sheet/,YFINANCE,
ARCOTECH,"ARCOTECH.NS,0P00012PYT,0",,,,1,245700400.0,5276315000.0,0.0,38000.0,6253425000.0,-86602000.0,-648972000.0,236538000.0,-874886000.0,3405975000.0,2025,INR,https://finance.yahoo.com/quote/ARCOTECH.NS/balance-sheet/,YFINANCE,
ARSSINFRA,ARSS Infrastructure Projects,Industrials,Infrastructure Operations,"ARSS Infrastructure Projects Limited engages in the construction activities in India. It undertakes railway, road, urban, marine, power, bridge, and irrigation projects. The company serves government, public sector undertakings, and other government agencies. ARSS Infrastructure Projects Limited was incorporated in 2000 and is based in New Delhi, India.",1,4890731008.0,16315662000.0,0.0,211386000.0,17475416000.0,-294959000.0,-51984000.0,4523000.0,-77657000.0,15795446000.0,2025,INR,https://finance.yahoo.com/quote/ARSSINFRA.NS/balance-sheet/,YFINANCE,
ASHOKLEY,ASHOK LEYLAND LTD,Industrials,Farm & Heavy Construction Machinery,"Ashok Leyland Limited, together with its subsidiaries, engages in the manufacture and sale of commercial vehicles in India and internationally. It offers buses; haulage and ICV trucks, as well as tractors and tippers; light commercial vehicles goods carriers and passenger, as well as small commercial vehicles goods carriers; and defense vehicles comprising logistics, high mobility, armored, and specialist vehicles. The company also provides power solutions, such as diesel generators, agriculture engines, industrial engines, and marine engines; spare parts; and vehicle and housing financing services. In addition, it trades in commercial vehicles; and offers manpower supply, air chartering, and IT services, as well as manufactures forgings and castings. Further, the company operates retail stores; and LeyKart, an e-commerce store for spare parts. The company was incorporated in 1948 and is headquartered in Chennai, India.",0,1010655363072.0,499621100000.0,27661500000.0,118610200000.0,265514600000.0,1284700000.0,96131900000.0,39302100000.0,31068000000.0,817145300000.0,2025,INR,https://finance.yahoo.com/quote/ASHOKLEY.NS/balance-sheet/,YFINANCE,
ASIANPAINT,ASIAN PAINTS LIMITED,Basic Materials,Specialty Chemicals,"Asian Paints Limited, together with its subsidiaries, engages in the manufacture, distribution, and sale of paints, coatings, and products related to home decoration and bath fittings in India, Asia, the Middle East, Africa, and the South Pacific region. The company offers wall coverings; waterproofing products; adhesives; and bath fittings and sanitaryware, modular kitchens and wardrobes, fabric, furnishings and rugs, decorative lightings, unplasticized polyvinyl chloride windows and door systems, textures and painting aids, and mechanized tools, as well as personalized interior design, homes painting, color consultancy projects, and homes services; and wood solutions. It also provides interior and exterior wall finishes, enamels, tools, undercoats, thinners, and varnishers. The company offers its products under the Asian Paints, SCIB Paints, Apco Coatings, Asian Paints Berger, Taubmans, Asian Paints Causeway, and Kadisco Asian Paints brand names through a network of dealers and retail stores, as well as operates asianpaints.com, an online shop. Asian Paints Limited was founded in 1942 and is headquartered in Mumbai, India.",0,2254997028864.0,22902900000.0,5887600000.0,46875700000.0,81412300000.0,44239600000.0,63564300000.0,2270200000.0,36672300000.0,303713700000.0,2025,INR,https://finance.yahoo.com/quote/ASIANPAINT.NS/balance-sheet/,YFINANCE,
ASTRAL,ASTRAL LIMITED,Industrials,Building Products & Equipment,"Astral Limited engages in the manufacture and marketing of pipes and fittings, water tanks, and adhesives and sealants in India and internationally. It operates in two segments, Plumbing, and Paints and Adhesives. It offers plumbing pipes and fittings, sewerage and drainage pipes and fittings, agriculture pipes and fittings, cable protection system, industrial piping system, fire protection system, urban infrastructure, ancillary products, and column pipe; and roto moulding, blow moulded, loft, and anti-viral copper shield water tanks. It also provides bath-ware products comprising faucets, sanitarywares, cisterns, and showers; paints, such as interior and exterior emulsions, distempers, enamels, and primer and wall putty undercoats; adhesives and sealants, including epoxy, PVA, rubber, anaerobic tapes, silicone, acrylic, hybrid, instant, solvent, specialised, industrial adhesives, and epoxy putty; specialized valves, such as compact true, single union, and industrial ball valves; construction chemicals comprising bathroom and basement waterproofing, tile adhesives and grouts, exterior roof and wall coatings, polymers and integral compounds, and repair products; and infrastructure products comprising drainage, cable protection, and PT duct systems; and specialised fittings, such as electrofusion, compression, PPR fittings, integrated and mechanica clamp, integrated composite strap-on saddles, PVC conduit for concealed wiring system, and investment castings. The company was formerly known as Astral Poly Technik Limited and changed its name to Astral Limited in April 2021. Astral Limited was incorporated in 1996 and is headquartered in Ahmedabad, India.",0,436583399424.0,2332000000.0,4304000000.0,6082000000.0,11433000000.0,6296000000.0,9742000000.0,283000000.0,5238000000.0,50560000000.0,2025,INR,https://finance.yahoo.com/quote/ASTRAL.NS/balance-sheet/,YFINANCE,
ASTRAZEN,ASTRAZENECA PHARMA IND LT,Healthcare,Drug Manufacturers - Specialty & Generic,"AstraZeneca Pharma India Limited, a biopharmaceutical company, manufactures, markets, and trades in pharmaceutical products in India and internationally. It provides medicines for cardiovascular, renal, metabolic, and immunological conditions; oncology medicines under the TAGRISSO, Lynparza, ENHERTU, IMFINZI, and Zoladex brand names; rare diseases medicines under the Koselugo brand name; and respiratory medicines under the Symbicort and Fasenra brand names. The company also offers medicines for diabetes; and clinical trial services. The company was incorporated in 1979 and is based in Bengaluru, India. AstraZeneca Pharma India Limited is a subsidiary of AstraZeneca Pharmaceuticals AB.",0,218124992512.0,357300000.0,6600000.0,5361400000.0,7030000000.0,653600000.0,1978100000.0,14600000.0,1157400000.0,15181200000.0,2025,INR,https://finance.yahoo.com/quote/ASTRAZEN.NS/balance-sheet/,YFINANCE,
ATLANTA,Atlanta Limited,Industrials,Engineering & Construction,Engages in infrastructure development and mining.,1,0.0,1877592825.0,15375000.0,94522553.0,1621108315.0,80369338.0,1381198698.0,295234965.0,824387570.0,8237031793.0,2017,INR,https://AnnualReport,SUCCESS_MANUAL,
ATUL,ATUL LTD,Basic Materials,Specialty Chemicals,"Atul Ltd manufactures and sells chemicals and other chemical products worldwide. It operates in two segments: Life Science Chemicals and Performance and Other Chemicals. The company offers aromatics, such as 2 nitro para cresol, 2-methylcyclohexyl acetate, allyl caproate and heptanoate, ambrettolide, anethole, cresol mixture, manganese sulphate monohydrate, ortho cresol and methoxy toluene, phenyl acetic acid, skatole, and sodium sulfite and sulphate, as well as anisic aldehyde, anisyl acetate and alcohol, anisyl propanal, cresidine, cresol, cresyl acetate and methyl ether, methoxy phenyl acetic acid, and aceto nitrile; and bulk chemicals and intermediates, including 1,3-cyclohexanedione, 2-methylresorcinol, 4-chlororesorcinol, anisole, caustic soda lye, chlorosulphonic and hydrochloric acid, gypsum, hydrogen gas, liquid chlorine, liquid sulphur dioxide and trioxide, oleum, resoform, resorcinol, resorcinol dimethyl ether, sodium hypochlorite, sodium sulphite, and sulphuric acid. It also provides colors; biostimulants; fungicides, herbicides, and insecticides; amino acid derivatives, active pharmaceutical ingredients (API), API intermediates, and phosgene derivatives; and epoxy resins, curing agents, reactive diluents, accelerators and catalysts, formulations, and sulfones. In addition, the company produces tissue culture raised oil and date palm plants, as well as engages in crop protection retail and polymers retail operations. It serves various industries, such as adhesives, agriculture, animal feed, aerospace and defense, automotive, composites, construction, electrical and electronics, food and beverage packaging, marine, paint and coatings, sport and leisure, transport, wind energy, cosmetics, dyestuff, flavor, footwear, fragrance, glass, home care, horticulture, hospitality, paper, personal care, pharmaceutical, plastic, polymer, rubber, soap and detergent, textile, and tire. Atul Ltd was incorporated in 1947 and is headquartered in Valsad, India.",0,185733316608.0,2017300000.0,307400000.0,8782900000.0,8837800000.0,6924900000.0,10328300000.0,235200000.0,4839300000.0,70009900000.0,2025,INR,https://finance.yahoo.com/quote/ATUL.NS/balance-sheet/,YFINANCE,
