ticker,company_name,sector,industry,business_summary,target,market_cap,total_debt,intangible_assets,cash_and_equivalents,current_liabilities,operating_cash_flow,ebitda,interest_expense,net_income,total_assets,fiscal_year,currency,source_url,extraction_status,extraction_error
KABRAEXTRU,KABRA EXTRUSION TECHNIK L,Industrials,Specialty Industrial Machinery,"Kabra Extrusiontechnik Limited manufacturers, sells, and exports plastic extrusion machineries for applications in the manufacture of pipes and films, and lithium-ion battery packs for electric mobility and energy storage in India. It operates through two segments: Extrusion Machinery and Battery. The company offers pipe extrusion lines, such as twin screw PVC pipe extrusion and PE pipe extrusion lines; multilayer and CoEX blown film lines, and monolayer film plants; sheet extrusion lines; compounding lines; and auto feeding systems. It also offers pipe socketing and belling solutions. In addition, the company develops and produces green energy systems and solutions. Kabra Extrusiontechnik Limited was founded in 1962 and is headquartered in Mumbai, India.",0,8842882048.0,1282172000.0,88979000.0,584820000.0,3001496000.0,428576000.0,696484000.0,91404000.0,322020000.0,7870896000.0,2025,INR,https://finance.yahoo.com/quote/KABRAEXTRU.NS/balance-sheet/,yfinance,
RALLIS,RALLIS INDIA LTD,Basic Materials,Agricultural Inputs,"Rallis India Limited manufactures and markets crop care and seed products in India and internationally. It offers crop protection products, including insecticides, herbicides, fungicides, and bio pesticide; organic and micronutrient fertilizers, and plant growth nutrients; seeds, such as maize, watermelon, cauliflower, cabbage, bottle gourd, cucumber, bitter gourd, chilli, okra, tomato, millet, paddy, and cotton; and animal nutrition products. The company also provides household products, such as Termex, an insecticide for termite control; Sentry, a chemical composition; and Ralligel plus, a chemical for cockroach control. In addition, it offers contract manufacturing services for crop protection chemicals, specialty chemicals, polymers, and intermediates. Further, the company sells soil and plant health solutions, including bio-fertilizers, bio-stimulants, micro-nutrients, organic fertilizers, water soluble fertilizers, and bio-pesticides. It offers its products through a network of dealers and retailers. The company was incorporated in 1948 and is based in Mumbai, India. Rallis India Limited is a subsidiary of Tata Chemicals Limited.",0,51363123200.0,631000000.0,2504600000.0,4373000000.0,9687400000.0,2951100000.0,3196500000.0,124900000.0,1251300000.0,29744900000.0,2025,INR,https://finance.yahoo.com/quote/RALLIS.NS/balance-sheet/,yfinance,
MAHLIFE,MAHINDRA LIFESPACE DEVLTD,Real Estate,Real Estate - Development,"Mahindra Lifespace Developers Limited, together with its subsidiaries, engages in the real estate and infrastructure development business in India. The company engages in the construction, development, and sale of residential and commercial properties; project management; and rental of properties. It also supplies water; and provides sewage services. The company's development portfolio comprises residential projects under the Mahindra Happinest brand; integrates cities under the Mahindra World City brand; and industrial clusters under the Origins by Mahindra brand. The company was formerly known as Mahindra Gesco Developers Ltd. and changed its name to Mahindra Lifespace Developers Limited in October 2007. Mahindra Lifespace Developers Limited was founded in 1994 and is headquartered in Mumbai, India. Mahindra Lifespace Developers Limited operates as a subsidiary of Mahindra & Mahindra Limited.",0,72036229120.0,14394634000.0,4933000.0,3005433000.0,35905955000.0,-5420925000.0,1076844000.0,193765000.0,612921000.0,64207715000.0,2025.0,INR,https://finance.yahoo.com/quote/MAHLIFE.NS/balance-sheet/,yfinance,
BALLARPUR,"BALLARPUR.NS,0P0000C2S8,0",,,,1,14166679552.0,6878034000.0,0.0,438577000.0,1601629000.0,-345338000.0,-135054000.0,428750000.0,-667570000.0,12518046000.0,2025.0,INR,https://finance.yahoo.com/quote/BALLARPUR.NS/balance-sheet/,yfinance,
TV18BRDCST,TV18 Broadcast,,,,0,,,,,,,,,,,,INR,https://finance.yahoo.com/quote/TV18BRDCST.NS/balance-sheet/,metadata_only,yfinance:Empty balance sheet from yfinance
LTIM,LTIMINDTREE LIMITED,Technology,Information Technology Services,"LTIMindtree Limited, a technology consulting and digital solutions company, provides information technology services and solutions in India, North America, Europe, and internationally. It operates through Banking, Financial Services & Insurance; Technology, Media & Communications; Manufacturing & Resources; Consumer Business; and Health, Life Sciences & Public Services. The company offers cloud and infrastructure services, consulting, cyber security, digital engineering, enterprise application and automation, platform operation, low code, data and analytics, and quality and digital engineering services, as well as experience design and innovation, digital marketing and e-commerce, blockchain, experience channel, immersive and cognitive experience, digital integration and process automation, and product engineering solutions; and a range of IT services. It serves various industries, such as banking and financial services, insurance, Hi-tech and service, manufacturing and resources, energy and utilities, retail and consumer packaged goods, public, healthcare, life sciences, transport and hospitality, and travel, as well as communications, media, and entertainment industries. The company has a a strategic collaboration with the Indian Institute of Creative Technologies for the development of industry-aligned skilling and workforce readiness in creative technologies across advertising, films, immersive media, and digital storytelling. The company was formerly known as Larsen & Toubro Infotech Limited and changed its name to LTIMindtree Limited in November 2022. The company was incorporated in 1996 and is based in Mumbai, India. LTIMindtree Limited is a subsidiary of Larsen & Toubro Limited.",0,1335159685120.0,21873000000.0,14212000000.0,112358000000.0,59659000000.0,45458000000.0,74846000000.0,2789000000.0,45987000000.0,306300000000.0,2025.0,INR,https://finance.yahoo.com/quote/LTIM.NS/balance-sheet/,yfinance,
ARVIND,ARVIND LIMITED,Consumer Cyclical,Textile Manufacturing,"Arvind Limited, together with its subsidiaries, manufactures, markets, retails, supplies, and exports textiles in India and internationally. It operates through Textiles, Advanced Material, and Others segments. The company offers denim fabrics, woven and knitted fabrics, and voiles and garments products. It also provides a range of specialized clothing and accessories for factory workers, fire-fighters, construction crew, soldiers, and healthcare and security personnel; hot-gas and liquid filtration products; automotive interiors and seating solutions; and composites and coated fabrics. In addition, the company offers water treatment, industrial waste water, and sewage treatment solutions for industries, as well as zero liquid discharge solutions. Further, it is involved in the e-commerce, agriculture produce, engineering, telecommunication, technical textiles, and other businesses, as well as provision of EPABX and one to many radio solutions; and building residential, commercial, and industrial spaces. Arvind Limited was founded in 1897 and is headquartered in Ahmedabad, India.",0,102499926016.0,15622300000.0,240700000.0,547800000.0,35077400000.0,7628800000.0,9169000000.0,1653200000.0,3534900000.0,80989500000.0,2025,INR,https://finance.yahoo.com/quote/ARVIND.NS/balance-sheet/,yfinance,
GUJPIPAVAV,Gujarat Pipavav Port,,,,0,,,,,,,,,,,,INR,https://finance.yahoo.com/quote/GUJPIPAVAV.NS/balance-sheet/,metadata_only,yfinance:Empty balance sheet from yfinance
(BANKRUPT,(bankrupt LTD,,,,0,,,,,,,,,,,,INR,https://finance.yahoo.com/quote/(BANKRUPT.NS/balance-sheet/,metadata_only,yfinance:Empty balance sheet from yfinance
IFBIND,IFB INDUSTRIES LTD,Consumer Cyclical,"Furnishings, Fixtures & Appliances","IFB Industries Limited, together with its subsidiaries, manufactures and trades in home appliances in India and internationally. It operates through the Engineering, Home Appliances, Motor, and Steel segments. Its products include laundry solution, such as front and top load washing machine, washer dryer refresher, and clothes dryer; kitchen solutions, including refrigerators, microwave, dishwasher, and chimney, as well as built in hob, oven, and appliances; air conditioners; stabilizer; accessories; modular kitchens; laundromatique; tumble dryers and dryers; ironers; and industrial laundry and dish care. The company also offers press tools and dies, fine blanked components, motors, and cold rolled steel strips. The company was formerly known as Indian Fine Blanks Limited. IFB Industries Limited was incorporated in 1974 and is based in Kolkata, India.",0,45620113408.0,2500800000.0,402100000.0,3235200000.0,12632600000.0,1180000000.0,3184800000.0,231600000.0,1189100000.0,23576200000.0,2025,INR,https://finance.yahoo.com/quote/IFBIND.NS/balance-sheet/,yfinance,
PATANJALI,PATANJALI FOODS LIMITED,Consumer Defensive,Packaged Foods,"Patanjali Foods Limited engages in the processing of oil seeds and refining crude oil for edible use in India and internationally. The company operates through Edible Oils, Food & FMCG, Home & Personal Care, and Wind Power Generation segments. The company offers crude and refined oil; vanaspati, bakery fats, seed extractions, and other related products; mustard, soyabean, sunflower, rice bran, sesame, groundnut, and roasted/virgin coconut oil; palm, castor, and soya derivatives, as well as refined glycerine; and soya value-added products, such as soya flakes, lecithin, textured vegetable protein, grits, flour, TSP, and meal. It also provides crude palm oil; palm kernel oil; palm kernel cake for animal feed and renewable by-products, including shells and fibres; food products comprising dry fruits, ghee, honey, flour, kesar, sugar, salt, juices, fruit beverages/drinks, sharbat, roasted diet, herbal products, rice, pulses, spices, and namkeen products; nutraceuticals, biscuits and confectionery, breakfast cereals, candy, jam, murabba, ketchup, chawanprash, badam and musli pak, noodles, pickles, sauces, sweets, tea products; home, skin, dental, and hair care products; soya chunks and granules, nutrela maxxs millet and nuts. In addition, the company generates electricity from windmills; sports nutrition, nutritional drinks, health supplements, healthy aging, plant-based, and weight gainer products, and trading of various products. It sells its products under the Patanjali, Tulsi, Ruchi No. 1, Dant Kanti, Kesh Kanti, Neem Kanti, Neem Tulsi, Saundarya, Nutrela, Mahakosh, Doodh, Sunrich, Patanjali, Soyumm, Ruchi star, and Ruchi Gold brands. Additionally, it engages in the oil palm plantation activities. The company was formerly known as Ruchi Soya Industries Limited and changed its name to Patanjali Foods Limited in June 2022. Patanjali Foods Limited was incorporated in 1986 and is based in Indore, India.",0,510157651968.0,7876762000.0,15636593000.0,2475988000.0,41055069000.0,1971011000.0,20427155000.0,706329000.0,13007064000.0,155171788000.0,2025,INR,https://finance.yahoo.com/quote/PATANJALI.NS/balance-sheet/,yfinance,
BEML,BEML LIMITED,Industrials,Conglomerates,"BEML Limited provides products and services to the mining and construction, rail and metro, power, and defense and aerospace sectors in India. The company offers high mobility vehicles, combat mobility vehicles, 1500 horsepower engines, aggregates for combat vehicles, aircraft towing tractors, aircraft weapon loaders, ground support and handling equipment, tank transportation trailers, milrail wagons, rocket motor casings for missiles, airborne structures and assemblies, and construction equipment for the defense and aerospace industries. It also provides bulldozers, dump trucks, excavators, shovels/walking dragline, water sprinklers, motor graders, loaders, pipe layers, wheeled dozers, and tyre handlers to the mining and construction industries. In addition, the company offers metro cars, electrical multiple units, maintenance vehicles, passenger trains, steel and aluminum wagons, and treasury vans to the rail and metro industries. It also exports its products. The company was formerly known as Bharat Earth Movers Limited. BEML Limited was incorporated in 1964 and is based in Bengaluru, India.",0,151252828160.0,3171561000.0,369340000.0,43789000.0,18673943000.0,1831200000.0,5294100000.0,491755000.0,2925745000.0,58724412000.0,2025,INR,https://finance.yahoo.com/quote/BEML.NS/balance-sheet/,yfinance,
CYIENT,CYIENT LIMITED,Industrials,Conglomerates,"Cyient Limited provides geospatial, engineering design, manufacturing, networks and operations, data transformation, and analytic services in North America, Europe, Middle East, and the Asia Pacific. The company operates through three segments: Digital, Engineering & Technology; Design Led Manufacturing; and Others. The company offers digital thread; electrification and energy storage; autonomous systems; digital twin; product to platform engineering; data platforms and GenAI; Industry 4.0; industry AI advisor platform; Coddy, a legacy application migration; CYARC, a regulatory compliance watch for medical devices; CYFAST, for equipment testing and validation; CYIOPS, a power outage planning and scheduling platform; CYPRED forecast and prediction engine; CYTEXT that transforms PDFs and documents into searchable text; SmartHub, a field inspection and data capture; and CYXTRACT which extract, search, and analyze documents. It also provides manufacturing operations management solutions, including industrial automation, data engineering, operations management, asset operations, and manufacturing intelligence; FACTORYDTECT, Monitoring and predictive solutions; FACTORYPRO; DIGITAL DATA FOUNDATION data platform; ENERGYCARE, a platform to monitor, analyze, and balance energy usage; SAFEPLACE digital platform; and ASSET TWIN that monito asset health and upcoming failure mode. In addition, the company offers Vismon, a suite of solutions that simplifies network management; and CyPlaNet which streamlines fiber optic networks. It serves aerospace and defense, rail transportation, automotive and mobility, mining, energy, utilities and spatial intelligence, communications, healthcare and life science, and semiconductor industries. Cyient Limited and Vodafone entered into an agreement and launched an AI-powered global network configuration management solution supported by data-driven, intelligent configuration analytics. Cyient Limited was incorporated in 1991 and is headquartered in Hyderabad, India.",0,98948030464.0,5134000000.0,22432000000.0,14677000000.0,13701000000.0,7899000000.0,12350000000.0,928000000.0,6157000000.0,76946000000.0,2025.0,INR,https://finance.yahoo.com/quote/CYIENT.NS/balance-sheet/,yfinance,
MANALIPETC,MANALI PETROCHEMICALS LT,Basic Materials,Specialty Chemicals,"Manali Petrochemicals Limited manufactures and sells petrochemical products in India, the European Union and United Kingdom, and internationally. The company provides propylene glycol, polyether polyol, and related products; and flexible slabstock, flexible cold cure, rigid, and elastomers used for various applications in automobile, refrigeration and temperature control, adhesive, sealant, coating, furniture, and textile industries, as well as propylene oxide, an input material for the derivative products. It also, provides propylene glycol for use in pharmaceuticals, food, flavor, and fragrance industries; and for production of polymer resins, carbonless paper, and automobile consumables, such as brake fluids and anti-freeze liquids. In addition, it offers propylene glycol mono methyl ether, a solvent used in paints and coatings, and electronics industries. Further, the company provides neuthane polyurethane cast elastomers for use in anti-roll bars, limit or bump stops, material handling applications, rollers, harvester components, and idler wheels on track laying tractors, as well as suspensions and shock bushes in buses, trucks, and other high-performance vehicles. Additionally, it is involved in the trading, transaction facilitation, and business and project consultancy businesses. Manali Petrochemicals Limited was incorporated in 1986 and is based in Chennai, India.",0,9501487104.0,1291400000.0,2845900000.0,3280600000.0,2088500000.0,-189900000.0,795900000.0,104500000.0,293100000.0,14025100000.0,2025,INR,https://finance.yahoo.com/quote/MANALIPETC.NS/balance-sheet/,yfinance,
ESIL,Essar Steel,,,,1,,,,,,,,,,,,INR,https://finance.yahoo.com/quote/ESIL.NS/balance-sheet/,metadata_only,yfinance:Empty balance sheet from yfinance
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,Financial Services,Asset Management,"Bajaj Holdings & Investment Limited, an investment holding company, operates as a non-banking financial institution-investment and credit company in India. It invests in listed and unlisted securities of companies. The company was incorporated in 1945 and is headquartered in Pune, India.",0,1159233273856.0,309900000.0,0.0,829300000.0,0.0,-19567600000.0,10022200320.0,14800000.0,65206700000.0,752655900000.0,2025,INR,https://finance.yahoo.com/quote/BAJAJHLDNG.NS/balance-sheet/,yfinance,
SURANASOL,SURANA SOLAR LIMITED,Technology,Solar,"Surana Solar Limited manufactures and sells solar panels and solar photovoltaic (PV) modules under the Surana Solar brand in India and internationally. It operates through Renewable Energy and Trading & Others segments. The company engages in generation of wind and solar power energy; trading of other solar related products; and infrastructure leasing activities. It also provides engineering, procurement, and construction services for power projects on turnkey basis; solar lighting products, including home lighting systems and solar street lighting products; and solar lanterns for use in street, industrial site, travelling, and house and garden application. In addition, the company operates manufacturing unit at cherlapally with installed capacity of 40 MW and the fabcity with installed capacity of 20 mw for manufacture of solar photovoltaic modules. The company was formerly known as Surana Ventures Limited. Surana Solar Limited was incorporated in 2006 and is based in Hyderabad, India.",1,1142085120.0,,,58431000.0,34766000.0,15119000.0,14732000.0,153000.0,-526000.0,597209000.0,2025.0,INR,https://finance.yahoo.com/quote/SURANASOL.NS/balance-sheet/,yfinance,
MIRC,MIRC Electronics Limited,Consumer Cyclical,Electronics,Owner of the Onida brand manufacturing consumer electronics.,1,0.0,2116143000,989000.0,187853000.0,5055483000,437264000,401380000,329249000,8060000,6740324000,2015,INR,Annual Report,SUCCESS_MANUAL,
SUMICHEM,SUMITOMO CHEM INDIA LTD,Basic Materials,Agricultural Inputs,"Sumitomo Chemical India Limited engages in the manufacture and sale of household and public health insecticides, agricultural pesticides, and animal nutrition products in India and internationally. It also offers crop protection products, such as insecticides, herbicides, fungicides, and miticides; animal nutrition; plant nutrition and plant growth regulators; fumigants and rodenticides; weedicides; and biological products. The company was incorporated in 2000 and is headquartered in Mumbai, India. Sumitomo Chemical India Limited is a subsidiary of Sumitomo Chemical Company Limited.",0,210739331072.0,518930000.0,862260000.0,12593760000.0,9651780000.0,4527330000.0,7509960000.0,47030000.0,5054960000.0,39644280000.0,2025.0,INR,https://finance.yahoo.com/quote/SUMICHEM.NS/balance-sheet/,yfinance,
CHALET,CHALET HOTELS LIMITED,Consumer Cyclical,Lodging,"Chalet Hotels Limited owns, develops, manages, and operates hotels and resorts in India. It also operates in rental and annuity, and real estate development business. The company's portfolio comprises hotels, service apartments, and commercial properties. In addition, it engages in construction and development of residential properties. Chalet Hotels Limited was incorporated in 1986 and is headquartered in Mumbai, India.",0,175151497216.0,26040390000.0,855760000.0,2379860000.0,22038730000.0,9503850000.0,7721460000.0,1590390000.0,1425650000.0,70634570000.0,2025,INR,https://finance.yahoo.com/quote/CHALET.NS/balance-sheet/,yfinance,
POLYPLEX,POLYPLEX CORPORATION LTD,Basic Materials,Specialty Chemicals,"Polyplex Corporation Limited engages in the manufacture and sale of polymeric films in India, other Asian countries, Europe, the Americas, and internationally. It offers Sarafil base films, including biaxially-oriented polyester (BOPET) films for use in packaging, electrical, and industrial applications; BO polypropylene (PP) films for flexible packaging and other applications; cast and blown PP films for flexible packaging and other applications; sustainable films; holographic films; and transfer metalized papers. The company also provides Saracote silicone coated PET/PP films, such as release liner-labels and specialty products, shingle roofing tapes, release film liners, and primer coated liners used in labels, tapes, roofing shingles, and peels and sticks underlayments. In addition, it offers Saralam range of extrusion coated film products comprising reflective insulation, decorative lamination, PET thermal lamination film-thin and thick gauge, PP thermal lamination, MegaBond PET and PP thermal lamination, nylon thermal lamination, and Zafira UV polyester thermal lamination films for use in thermal lamination products, such as book covers, identity cards, etc., as well as in carton lamination, commercial films, etc. Further, the company provides Saraprint, a non tearable PET films, which include digital print media products, polyester master plates, laser printer, inkjet, backlit, and label face films for various applications that comprise photo albums, commercial printing, promotional and customized digital printing, mini-offset printing, and label and flexible packaging applications, as well as in durable displays, certificates, aadhar cards, product catalogues, company brochures, signage, posters, graphic industries, visiting cards, menu cards, bills, and self-adhesive labels applications. Polyplex Corporation Limited was incorporated in 1984 and is based in Noida, India.",0,26969264128.0,8820591000.0,3277000.0,8561860000.0,13046658000.0,4380298000.0,7885888000.0,432671000.0,2092083000.0,79982173000.0,2025.0,INR,https://finance.yahoo.com/quote/POLYPLEX.NS/balance-sheet/,yfinance,
ICICIPRULI,ICICI PRU LIFE INS CO LTD,Financial Services,Insurance - Life,"ICICI Prudential Life Insurance Company Limited provides life insurance, annuity, pension, and health insurance products to individuals and groups in India. The company offers term, savings, unit linked, guaranteed return, child education, and retirement insurance plans; and pension fund management services. It distributes its products through individual and corporate agents, banks, and brokers, as well as through its sales force and website. The company was incorporated in 2000 and is based in Mumbai, India. ICICI Prudential Life Insurance Company Limited is a subsidiary of ICICI Bank Limited.",0,776351907840.0,25950000000.0,nan,11377000000.0,0.0,,16488732672.0,nan,16078900000.0,3197349300000.0,2026,INR,https://finance.yahoo.com/quote/ICICIPRULI.NS/balance-sheet/,yfinance,
RCOM,RELIANCE COMMUNICATIONS L,Communication Services,Telecom Services,"Reliance Communications Limited provides wireline and wireless telecom services to the business and government segments. The company was formerly known as Reliance Communication Ventures Limited and changed its name to Reliance Communications Limited in June 2006. Reliance Communications Limited was incorporated in 2004 and is based in Navi Mumbai, India. Reliance Communications Limited is in corporate insolvency resolution process under the provisions of the Insolvency and Bankruptcy Code, 2016.",1,"2,792,076,800","472,160,000,000","13,940,000,000","4,390,000,000","1,271,530,000,000",260000000.0,-190000000.0,460000000.0,-93890000000.0,364250000000.0,2025,INR,https://finance.yahoo.com/quote/RCOM.NS/balance-sheet/,yfinance,
